Entity,Label
Aaron  Nadab,PERSON
Abihu,GPE
seventy,CARDINAL
Israel,GPE
24 10,CARDINAL
Israel,GPE
24 11,DATE
Israel,GPE
24 12,DATE
Moses,PERSON
thou mayest,PERSON
24 13,DATE
Moses,PERSON
Joshua  ,PERSON
Moses,PERSON
24 14,DATE
Tarry,PERSON
Aaron,PERSON
Hur,PERSON
24 15,DATE
Moses,PERSON
24 16,DATE
mount Sinai,GPE
six days,DATE
the seventh day,DATE
Moses,PERSON
24 17,DATE
Israel,GPE
24 18,DATE
Moses,PERSON
Moses,PERSON
forty days,DATE
forty nights,TIME
25 1,EVENT
Moses,PERSON
25 2 Speak,DATE
Israel,GPE
25 3,DATE
25 4,DATE
25 5,CARDINAL
rams  skins,PERSON
25,CARDINAL
25,CARDINAL
Onyx,PRODUCT
25 8,DATE
25 9,DATE
25 10,DATE
two,CARDINAL
25 11,DATE
25 12,DATE
four,CARDINAL
four,CARDINAL
two,CARDINAL
one,CARDINAL
two,CARDINAL
25 13,DATE
25 14,DATE
25 15,CARDINAL
ark,GPE
25 16,DATE
25 17,DATE
two,CARDINAL
25 18,DATE
two,CARDINAL
two,CARDINAL
25 19,DATE
one,CARDINAL
one,CARDINAL
two,CARDINAL
25 20,DATE
25 21,DATE
ark,GPE
25 22,DATE
two,CARDINAL
Israel,GPE
25 23,CARDINAL
two,CARDINAL
25 24,DATE
25 25,EVENT
25 26,DATE
four,CARDINAL
four,CARDINAL
the four feet,QUANTITY
25 27,DATE
25 28,DATE
25 29,DATE
25 30,DATE
25 31,DATE
25 32,DATE
six,CARDINAL
three,CARDINAL
one,CARDINAL
three,CARDINAL
25,CARDINAL
Three,CARDINAL
one,CARDINAL
three,CARDINAL
six,CARDINAL
25 34,DATE
four,CARDINAL
25 35,DATE
two,CARDINAL
two,CARDINAL
two,CARDINAL
six,CARDINAL
25 36,CARDINAL
25 37,DATE
seven,CARDINAL
25 38,DATE
snuffdishes,PERSON
25 39,CARDINAL
25 40,DATE
26 1,CARDINAL
ten,CARDINAL
26 2,TIME
one,CARDINAL
eight and,QUANTITY
twenty cubits,QUANTITY
one,CARDINAL
four,CARDINAL
one,CARDINAL
26 3,CARDINAL
five,CARDINAL
five,CARDINAL
one,CARDINAL
26 4,DATE
one,CARDINAL
second,ORDINAL
26,CARDINAL
Fifty,CARDINAL
one,CARDINAL
fifty,CARDINAL
second,ORDINAL
one,CARDINAL
26 6,DATE
fifty,CARDINAL
one,CARDINAL
26 7,DATE
26 8,TIME
one,CARDINAL
thirty cubits,QUANTITY
one,CARDINAL
four,CARDINAL
one,CARDINAL
26 9,DATE
couple five,CARDINAL
six,CARDINAL
sixth,ORDINAL
26 10,DATE
fifty,CARDINAL
one,CARDINAL
fifty,CARDINAL
second,ORDINAL
26 11,DATE
fifty,CARDINAL
one,CARDINAL
26 12,DATE
26 13,DATE
one,CARDINAL
26 14,DATE
rams  skins,PERSON
26 15,DATE
shittim,GPE
26,CARDINAL
Ten cubits,QUANTITY
one,CARDINAL
26,CARDINAL
Two,CARDINAL
one,CARDINAL
26 18,DATE
twenty,CARDINAL
26 19,DATE
forty,CARDINAL
twenty,CARDINAL
two,CARDINAL
one,CARDINAL
two,CARDINAL
two,CARDINAL
two,CARDINAL
26 20,DATE
second,ORDINAL
twenty,CARDINAL
26 21,CARDINAL
forty,CARDINAL
two,CARDINAL
one,CARDINAL
two,CARDINAL
26 22,DATE
six,CARDINAL
26 23,DATE
two,CARDINAL
two,CARDINAL
26 24,DATE
one,CARDINAL
two,CARDINAL
26 25,DATE
eight,CARDINAL
sixteen,CARDINAL
two,CARDINAL
one,CARDINAL
two,CARDINAL
26 26,DATE
shittim,GPE
five,CARDINAL
one,CARDINAL
26 27,DATE
five,CARDINAL
five,CARDINAL
two,CARDINAL
26 28,DATE
26 29,DATE
26 30,DATE
26 31,DATE
26,CARDINAL
four,CARDINAL
four,CARDINAL
26 33,DATE
thou  mayest,ORG
26 34,DATE
26 35,DATE
26 36,DATE
26 37,DATE
five,CARDINAL
five,CARDINAL
27 1,DATE
shittim,PERSON
five cubits,QUANTITY
five cubits,QUANTITY
three,CARDINAL
27 2,DATE
four,CARDINAL
27 3,DATE
firepans,NORP
27 4,DATE
four,CARDINAL
four,CARDINAL
27 5,DATE
27 6,DATE
27 7,DATE
two,CARDINAL
27 8,TIME
27 9,DATE
an hundred cubits,QUANTITY
one,CARDINAL
27 10,DATE
twenty,CARDINAL
twenty,CARDINAL
27 11,DATE
an hundred cubits,QUANTITY
twenty,CARDINAL
twenty,CARDINAL
27 12,DATE
fifty,CARDINAL
ten,CARDINAL
ten,CARDINAL
27 13,DATE
fifty cubits,QUANTITY
27 14,TIME
one,CARDINAL
fifteen cubits,QUANTITY
three,CARDINAL
three,CARDINAL
27 15,DATE
fifteen cubits,QUANTITY
three,CARDINAL
three,CARDINAL
27 16,DATE
twenty  cubits,QUANTITY
four,CARDINAL
four,CARDINAL
27 17,DATE
27 18,CARDINAL
hundred,CARDINAL
fifty,CARDINAL
five cubits,QUANTITY
27 19,DATE
27 20,DATE
Israel,GPE
27 21,DATE
Aaron,PERSON
evening  to,TIME
Israel,GPE
28 1,DATE
Aaron,PERSON
Israel,GPE
Aaron  Nadab,PERSON
Abihu  Eleazar,PERSON
Ithamar,GPE
Aaron,PERSON
28 2,DATE
Aaron,PERSON
28 3,DATE
Aaron,PERSON
28 4,DATE
mitre,PRODUCT
Aaron,PERSON
28 5,DATE
28 6,DATE
28 7,DATE
two,CARDINAL
two,CARDINAL
28 8,DATE
28 9,DATE
two,CARDINAL
Israel,GPE
28,CARDINAL
Six,CARDINAL
one,CARDINAL
six,CARDINAL
28 11,DATE
two,CARDINAL
Israel,GPE
28 12,DATE
two,CARDINAL
Israel,GPE
Aaron,PERSON
two,CARDINAL
28 13,DATE
28 14,DATE
two,CARDINAL
wreathen,GPE
28 15,DATE
28,CARDINAL
Foursquare,PRODUCT
28 17,DATE
four,CARDINAL
first,ORDINAL
first,ORDINAL
28 18,DATE
second,ORDINAL
28 19,DATE
third,ORDINAL
28 20,DATE
fourth,ORDINAL
28 21,DATE
Israel,GPE
twelve,CARDINAL
twelve,CARDINAL
28 22,DATE
28 23,DATE
two,CARDINAL
two,CARDINAL
two,CARDINAL
28 24,DATE
two,CARDINAL
two,CARDINAL
28 25,DATE
two,CARDINAL
two,CARDINAL
two,CARDINAL
28 26,DATE
two,CARDINAL
two,CARDINAL
28 27,DATE
two,CARDINAL
two,CARDINAL
28 28,DATE
28 29,DATE
Aaron,PERSON
Israel,GPE
28 30,DATE
Urim,ORG
Thummim,PERSON
Aaron,PERSON
Aaron,PERSON
Israel,GPE
28 31,DATE
28 32,DATE
habergeon,ORG
28 33,DATE
28 35,DATE
Aaron,PERSON
28 36,DATE
HOLINESS TO,EVENT
28 37,DATE
28 38,DATE
Aaron,PERSON
Aaron,PERSON
Israel,GPE
28 39,DATE
28 40,DATE
Aaron,PERSON
28 41,DATE
Aaron,PERSON
28 42,DATE
28,CARDINAL
Aaron,PERSON
29 1,DATE
one,CARDINAL
two,CARDINAL
29 2,DATE
29 3,DATE
one,CARDINAL
two,CARDINAL
29 4,DATE
Aaron,PERSON
29 5,DATE
Aaron,PERSON
29 6,DATE
mitre,PRODUCT
29 7,DATE
29 8,DATE
29 9,DATE
Aaron,PERSON
Aaron,PERSON
29 10,DATE
Aaron,PERSON
29 11,DATE
29 12,DATE
29 13,DATE
two,CARDINAL
29 14,DATE
29,CARDINAL
one,CARDINAL
Aaron,PERSON
29 16,DATE
29 17,DATE
29 18,DATE
29 19,DATE
Aaron,PERSON
29 20,DATE
Aaron,PERSON
29 21,DATE
Aaron,PERSON
29 22,DATE
two,CARDINAL
29 23,DATE
one,CARDINAL
one,CARDINAL
one,CARDINAL
29 24,DATE
Aaron,PERSON
29 25,DATE
29 26,DATE
Aaron,PERSON
29 27,DATE
Aaron,PERSON
29 28,DATE
Aaron,PERSON
Israel,GPE
Israel,GPE
29 29,DATE
Aaron,PERSON
29 30,DATE
seven  days,DATE
29 31,DATE
29 32,DATE
Aaron,PERSON
29 33,DATE
29 34,DATE
morning,TIME
29 35,DATE
Aaron,PERSON
seven days,DATE
29 36,DATE
every day,DATE
29,CARDINAL
Seven days,DATE
29 38,DATE
two,CARDINAL
the first year day,DATE
29 39,CARDINAL
one,CARDINAL
morning,TIME
29 40,DATE
one,CARDINAL
tenth,ORDINAL
fourth,ORDINAL
fourth,ORDINAL
29 41,DATE
morning,TIME
29 42,TIME
29 43,DATE
Israel,GPE
29 44,DATE
Aaron,PERSON
29 45,DATE
Israel,GPE
29 46,DATE
Egypt,GPE
30 1,DATE
30 2 A cubit,QUANTITY
two,CARDINAL
30 3,EVENT
30 4,EVENT
two,CARDINAL
two,CARDINAL
two,CARDINAL
30 5,DATE
30 6,DATE
the ark of the,ORG
30 7,DATE
Aaron,PERSON
30 8,DATE
Aaron lighteth,PERSON
30 9 Ye,TIME
30 10,DATE
Aaron,PERSON
a  year,DATE
atonements,ORG
the  year,DATE
30 11,EVENT
Moses,PERSON
30 12,DATE
Israel,GPE
thou  numberest,PERSON
30 13,DATE
twenty,CARDINAL
30 14,TIME
twenty  years old,DATE
30 15,TIME
less  than half,CARDINAL
30 16,DATE
Israel,GPE
Israel,GPE
30 17,DATE
Moses,PERSON
30 18,CARDINAL
30 19,DATE
Aaron,PERSON
30 20,DATE
30 21,DATE
30 22,DATE
Moses,PERSON
30 23,CARDINAL
five hundred shekels,MONEY
half,CARDINAL
two hundred and fifty shekels,MONEY
two hundred and fifty shekels,CARDINAL
cassia,GPE
five hundred shekels,MONEY
30 26,DATE
30 27,DATE
30 28,DATE
30 29,DATE
30 30,DATE
Aaron,PERSON
30 31,DATE
Israel,GPE
30 32,DATE
30 33,DATE
30 34,DATE
Moses,PERSON
stacte,ORG
30 35,DATE
30 36,DATE
30 37,DATE
30 38,DATE
31 1,DATE
Moses,PERSON
31 2,DATE
Uri,PERSON
Hur,PERSON
Judah,GPE
31 3,DATE
31 4,CARDINAL
31 5,DATE
31 6,DATE
Aholiab,PRODUCT
Ahisamach,ORG
Dan,PERSON
31 7,DATE
31 8,DATE
31 9,DATE
31 10,DATE
Aaron,PERSON
31 11,DATE
31 12,DATE
Moses,PERSON
31 13,DATE
thou,PERSON
Israel,GPE
31 14,TIME
31 15,DATE
Six days,DATE
seventh,ORDINAL
31 16,DATE
Israel,GPE
31 17,DATE
Israel,GPE
six days,DATE
the seventh day,DATE
31 18,DATE
Moses,PERSON
Sinai,GPE
two,CARDINAL
32 1,DATE
Moses,PERSON
Aaron,PERSON
Moses,PERSON
Egypt,GPE
32 2,DATE
Aaron,PERSON
Break,EVENT
32 3,DATE
Aaron,PERSON
32 4,DATE
Israel,GPE
Egypt,GPE
32 5,DATE
Aaron,PERSON
Aaron,PERSON
morrow,DATE
32 6,DATE
morrow,DATE
32 7,DATE
Moses  Go,PERSON
thou broughtest,PERSON
Egypt,GPE
32 8,DATE
Israel,GPE
Egypt,GPE
32 9,DATE
Moses,PERSON
32 10,DATE
32 11,DATE
Moses,PERSON
Egypt,GPE
32 12,DATE
Egyptians,NORP
32 13,DATE
Abraham  Isaac,PERSON
Israel,GPE
thou  swarest,PERSON
32 14,DATE
32 15,DATE
Moses,PERSON
two,CARDINAL
one,CARDINAL
32 16,DATE
God  graven,PERSON
32 17,DATE
Joshua,PERSON
Moses,PERSON
32 18,DATE
32 19,DATE
Moses,PERSON
32 20,DATE
Israel,GPE
32 21,DATE
Moses,PERSON
Aaron,PERSON
32 22,DATE
Aaron,PERSON
32 23,DATE
Moses,PERSON
Egypt,GPE
32 24,DATE
32 25,DATE
Moses,PERSON
Aaron,PERSON
32 26,DATE
Then  Moses,PERSON
Levi,PERSON
32 27,DATE
Israel,GPE
32 28,DATE
Levi,PERSON
Moses,PERSON
about three thousand,CARDINAL
32 29,DATE
Moses,PERSON
today,DATE
this day,DATE
32 30,DATE
morrow,DATE
Moses,PERSON
32 31,DATE
Moses,PERSON
32 32,DATE
32 33,DATE
Moses,PERSON
32 34,DATE
Angel,PERSON
the day,DATE
32 35,DATE
Aaron,PERSON
33 1,DATE
Moses,PERSON
Egypt,GPE
Abraham  to,PERSON
Isaac  and,PERSON
Jacob,PERSON
33 2,DATE
Canaanite,NORP
Amorite,PRODUCT
Hittite,NORP
Perizzite,ORG
Hivite,ORG
33 3,DATE
33 4,DATE
33 5,DATE
Moses  Say,PERSON
Israel,GPE
33 6,DATE
Israel,GPE
Horeb,ORG
33 7,DATE
Moses,PERSON
33 8,DATE
Moses,PERSON
Moses,PERSON
33 9,DATE
Moses,PERSON
Moses,PERSON
33 10,DATE
33 11,DATE
Moses,PERSON
Joshua,PERSON
Nun,PERSON
33 12,DATE
Moses,PERSON
33 13,DATE
33 14,DATE
33 15,DATE
33 16,DATE
earth,LOC
33 17,DATE
Moses,PERSON
33 18,DATE
33 19,DATE
33 20,DATE
33 21,DATE
33 22,DATE
33 23,DATE
34 1,DATE
Moses  Hew,PERSON
two,CARDINAL
first,ORDINAL
first,ORDINAL
34 2,DATE
morning,TIME
Sinai,GPE
34 3,DATE
34 4,DATE
two,CARDINAL
first,ORDINAL
Moses,PERSON
early in the,TIME
morning,TIME
Sinai,GPE
two,CARDINAL
34 5,DATE
34 6,DATE
34,CARDINAL
thousands,CARDINAL
third,ORDINAL
fourth,ORDINAL
34 8,DATE
Moses,PERSON
34 9,DATE
34 10,DATE
34 11,TIME
Amorite,PRODUCT
Canaanite,NORP
Hittite,NORP
Perizzite,ORG
Hivite,ORG
34,CARDINAL
34 13,DATE
34 14,DATE
34,CARDINAL
Lest thou,PERSON
34 16,DATE
34 17,DATE
34 18,DATE
Seven days,DATE
thou  shalt,PERSON
Egypt,GPE
34 19,DATE
34 20,DATE
34 21,DATE
Six days,DATE
the seventh day,DATE
34 22,DATE
weeks,DATE
34 23,TIME
the year,DATE
Israel,GPE
34 24,DATE
the year,DATE
34 25,TIME
morning,TIME
first,ORDINAL
God  Thou,PERSON
34 27,DATE
Moses,PERSON
Israel,GPE
34 28,DATE
forty days,DATE
forty nights,TIME
ten,CARDINAL
34 29,DATE
Moses,PERSON
Sinai,GPE
two,CARDINAL
Moses,PERSON
Moses,PERSON
34 30,DATE
Aaron,PERSON
Israel,GPE
Moses,PERSON
34 31,DATE
Moses,PERSON
Aaron,PERSON
Moses,PERSON
34 32,DATE
Israel,GPE
Sinai,GPE
34 33,DATE
Moses,PERSON
34 34,DATE
Moses,PERSON
Israel,GPE
34 35,DATE
Israel,GPE
Moses,PERSON
Moses,PERSON
Moses,PERSON
35 1,DATE
Moses,PERSON
Israel,GPE
35 2 Six days,DATE
the seventh day,DATE
doeth,ORG
35 3,TIME
sabbath day,DATE
35 4,DATE
Moses,PERSON
Israel,GPE
35,CARDINAL
35 6,DATE
35 7,DATE
rams  skins,PERSON
35 8,CARDINAL
35 9,DATE
35 10,DATE
35 11,CARDINAL
35 12,CARDINAL
35 13,CARDINAL
shewbread,ORG
35 14,CARDINAL
35 15,DATE
35 16,CARDINAL
35,CARDINAL
35 18,CARDINAL
35 19,CARDINAL
Aaron,PERSON
35 20,DATE
Israel,GPE
Moses,PERSON
35 21,DATE
35 22,DATE
35 23,DATE
35,CARDINAL
shittim,PERSON
35 25,DATE
35 26,DATE
35 27,DATE
35 28,DATE
35 29,CARDINAL
Israel,GPE
Moses,PERSON
35 30,DATE
Moses,PERSON
Israel,GPE
Uri,PERSON
Hur,PERSON
Judah,GPE
35 31,DATE
35 32,DATE
35 33,DATE
35 34,DATE
Aholiab,PRODUCT
Ahisamach,ORG
Dan,PERSON
35 35,DATE
36 1,DATE
Aholiab,PRODUCT
36 2,DATE
Moses,PERSON
Aholiab,PRODUCT
36 3,DATE
Moses,PERSON
Israel,GPE
36 5,DATE
Moses,PERSON
36 6,DATE
Moses,PERSON
36 7,DATE
36 8,DATE
ten,CARDINAL
36 9,TIME
one,CARDINAL
twenty and,QUANTITY
eight cubits,QUANTITY
one,CARDINAL
four,CARDINAL
one,CARDINAL
36 10,DATE
five,CARDINAL
five,CARDINAL
one,CARDINAL
one,CARDINAL
second,ORDINAL
36,CARDINAL
Fifty,CARDINAL
one,CARDINAL
fifty,CARDINAL
second,ORDINAL
one,CARDINAL
36 13,DATE
fifty,CARDINAL
one,CARDINAL
one,CARDINAL
36 14,DATE
36 15,TIME
one,CARDINAL
thirty cubits,QUANTITY
four cubits,QUANTITY
one,CARDINAL
eleven,CARDINAL
one,CARDINAL
36 16,DATE
five,CARDINAL
six,CARDINAL
36 17,DATE
fifty,CARDINAL
fifty,CARDINAL
second,ORDINAL
36 18,DATE
fifty,CARDINAL
one,CARDINAL
36 19,DATE
rams  skins,PERSON
36 20,DATE
shittim,GPE
36 21,CARDINAL
ten,CARDINAL
one cubit,QUANTITY
half,CARDINAL
One,CARDINAL
two,CARDINAL
36 23,DATE
twenty,CARDINAL
36 24,DATE
forty,CARDINAL
twenty,CARDINAL
two,CARDINAL
one,CARDINAL
two,CARDINAL
two,CARDINAL
two,CARDINAL
36 25,DATE
twenty,CARDINAL
36 26,CARDINAL
forty,CARDINAL
two,CARDINAL
one,CARDINAL
two,CARDINAL
36 27,DATE
six,CARDINAL
36 28,DATE
two,CARDINAL
two,CARDINAL
36 29,DATE
one,CARDINAL
36 30,DATE
eight,CARDINAL
sixteen,CARDINAL
two,CARDINAL
36 31,DATE
shittim,GPE
five,CARDINAL
one,CARDINAL
36 32,DATE
five,CARDINAL
five,CARDINAL
36 33,DATE
one,CARDINAL
36 34,DATE
36 35,DATE
36 36,DATE
four,CARDINAL
four,CARDINAL
36 37,DATE
36 38,DATE
five,CARDINAL
five,CARDINAL
37 1,DATE
two cubits,QUANTITY
half,CARDINAL
37 2,DATE
37 3,DATE
four,CARDINAL
four,CARDINAL
two,CARDINAL
one,CARDINAL
two,CARDINAL
37 4,DATE
37 5,DATE
ark,GPE
ark,GPE
37 6,DATE
two cubits,QUANTITY
half,CARDINAL
one cubit,QUANTITY
37 7,DATE
two,CARDINAL
one,CARDINAL
two,CARDINAL
37,CARDINAL
One,CARDINAL
two,CARDINAL
37 9,DATE
37 10,DATE
two,CARDINAL
37 11,DATE
37 12,DATE
37 13,DATE
four,CARDINAL
four,CARDINAL
the four feet,QUANTITY
37,CARDINAL
37 15,DATE
37 16,DATE
37 17,DATE
37 18,DATE
six,CARDINAL
three,CARDINAL
one,CARDINAL
three,CARDINAL
37 19,CARDINAL
Three,CARDINAL
one,CARDINAL
three,CARDINAL
six,CARDINAL
37 20,DATE
four,CARDINAL
37 21,DATE
two,CARDINAL
two,CARDINAL
two,CARDINAL
six,CARDINAL
37 22,DATE
37 23,DATE
seven,CARDINAL
snuffdishes,PERSON
37 24,CARDINAL
37 25,DATE
shittim,PERSON
two,CARDINAL
37 26,DATE
37 27,DATE
two,CARDINAL
two,CARDINAL
two,CARDINAL
37 28,DATE
37 29,DATE
38 1,DATE
five  cubits,QUANTITY
five cubits,QUANTITY
three cubits,QUANTITY
38 2,DATE
four,CARDINAL
38 3,DATE
firepans,NORP
38 4,DATE
38 5,DATE
four,CARDINAL
four,CARDINAL
38 6,DATE
38 7,DATE
38 8,DATE
38 9,DATE
an hundred cubits  ,QUANTITY
38 10,CARDINAL
twenty,CARDINAL
twenty,CARDINAL
38 11,DATE
an hundred cubits,QUANTITY
twenty,CARDINAL
twenty,CARDINAL
38 12,DATE
fifty,CARDINAL
ten,CARDINAL
ten,CARDINAL
38 13,DATE
fifty cubits,QUANTITY
38 14,CARDINAL
one,CARDINAL
fifteen cubits,QUANTITY
three,CARDINAL
three,CARDINAL
38 15,DATE
fifteen cubits,QUANTITY
three,CARDINAL
three,CARDINAL
38 16,DATE
38 17,DATE
38 18,DATE
twenty  cubits,QUANTITY
five cubits,QUANTITY
38 19,DATE
four,CARDINAL
four,CARDINAL
38 20,DATE
38 21,DATE
Moses,PERSON
Levites,ORG
Ithamar,GPE
Aaron,PERSON
38 22,DATE
Uri,PERSON
Hur,PERSON
Judah,PERSON
Moses,PERSON
38 23,DATE
Aholiab  son,PERSON
Ahisamach,ORG
Dan,PERSON
38 24,CARDINAL
twenty,DATE
nine,CARDINAL
seven hundred and thirty shekels,CARDINAL
38 25,DATE
hundred,CARDINAL
a thousand seven hundred,CARDINAL
fifteen shekels,MONEY
38 26,CARDINAL
half,CARDINAL
twenty years  old,DATE
six hundred thousand and three thousand and five  hundred and fifty,CARDINAL
38 27,DATE
hundred,CARDINAL
hundred,CARDINAL
hundred,CARDINAL
38 28,DATE
the thousand seven hundred seventy and five shekels,CARDINAL
38 29,DATE
seventy,CARDINAL
two  thousand and four hundred shekels,CARDINAL
38 30,DATE
the brasen altar  ,ORG
38 31,DATE
39 1,DATE
Aaron,PERSON
Moses,PERSON
39 2,DATE
39 3,DATE
39 4,CARDINAL
two,CARDINAL
39 5,DATE
Moses,PERSON
39 6,DATE
Israel,GPE
39 7,DATE
Israel,GPE
Moses,PERSON
39 8,DATE
39 9,CARDINAL
39 10,DATE
four,CARDINAL
the first row,DATE
first,ORDINAL
39 11,DATE
second,ORDINAL
39 12,DATE
third,ORDINAL
39 13,DATE
fourth,ORDINAL
39 14,DATE
Israel,GPE
twelve,CARDINAL
twelve,CARDINAL
39 15,DATE
39 16,DATE
two,CARDINAL
two,CARDINAL
two,CARDINAL
two,CARDINAL
39 17,DATE
two,CARDINAL
two,CARDINAL
39 18,DATE
two,CARDINAL
two wreathen,QUANTITY
two,CARDINAL
39 19,DATE
two,CARDINAL
two,CARDINAL
39 20,DATE
two,CARDINAL
two,CARDINAL
39 21,DATE
Moses,PERSON
39 22,DATE
39 23,DATE
habergeon,ORG
39 24,DATE
39 25,DATE
39 26,CARDINAL
Moses,PERSON
39 27,DATE
Aaron,PERSON
39 28,DATE
39 29,CARDINAL
Moses,PERSON
39 30,DATE
HOLINESS  TO,EVENT
39 31,DATE
mitre,PRODUCT
Moses,PERSON
39 32,DATE
Israel,GPE
Moses,PERSON
39 33,DATE
Moses,PERSON
39 34,DATE
rams  skins,PERSON
39 35,CARDINAL
39,CARDINAL
shewbread,ORG
39,CARDINAL
39 38,DATE
39,CARDINAL
39 40,CARDINAL
39 41,CARDINAL
Aaron,PERSON
39 42,DATE
Moses,PERSON
Israel,GPE
39 43,DATE
Moses,PERSON
Moses,PERSON
40 1,DATE
Moses,PERSON
40 2,DATE
the first day,DATE
the first month,DATE
40 3,DATE
ark,GPE
vail,GPE
40 4,DATE
40 5,DATE
40 6,DATE
40 7,DATE
40 8,DATE
40 9,DATE
40 10,DATE
40 11,EVENT
40 12,DATE
Aaron,PERSON
40 13,DATE
Aaron,PERSON
40 14,DATE
40,CARDINAL
thou,NORP
40 16,DATE
Moses,PERSON
40 17,DATE
the first month,DATE
the second year,DATE
the first day of the month,DATE
40 18,DATE
Moses,PERSON
40 19,DATE
Moses,PERSON
40 20,DATE
ark,GPE
ark,GPE
ark,GPE
40 21,DATE
ark,GPE
Moses,PERSON
40 22,DATE
vail,GPE
40 23,DATE
Moses,PERSON
40 24,DATE
40 25,DATE
Moses,PERSON
40 26,DATE
vail,GPE
40 27,DATE
Moses,PERSON
40 28,DATE
40 29,DATE
Moses,PERSON
40 30,DATE
40 31,DATE
Moses,PERSON
Aaron,PERSON
40 32,DATE
Moses,PERSON
40 33,DATE
Moses,PERSON
40 34,DATE
40 35,DATE
Moses,PERSON
40 36,DATE
Israel,GPE
40 37,DATE
the day,DATE
40 38,DATE
day,DATE
night,TIME
Israel,GPE
